obstime,tempr,ap,ws,wd,rh
2016-03-09 09:00:00,-5.3,965.2,63.2,298,34
2016-03-09 10:00:00,-5.1,964.6,63.9,298,33
2016-03-09 11:00:00,-5,963.9,63.9,298,36
2016-03-09 12:00:00,-4.6,963.1,63.3,301,34
2016-03-09 13:00:00,-4.5,962.3,61.9,298,37
2016-03-09 14:00:00,-4.4,962,63.9,298,40
2016-03-09 15:00:00,-6.6,962.3,63.3,298,85
2016-03-09 16:00:00,-6.9,961.2,73.3,299,93
2016-03-09 17:00:00,-6.9,960.5,33.3,317,93
2016-03-09 18:00:00,-6.9,960.4,63.2,298,93
2016-03-09 19:00:00,-6.8,960.1,61.2,298,93
2016-03-09 20:00:00,-6.7,959.3,61.3,298,94
2016-03-09 21:00:00,-6.6,958.8,61.9,301,94
2016-03-09 22:00:00,-6.5,958.8,61.9,298,94
2016-03-09 23:00:00,-6.2,959.1,63.3,298,94
2016-03-10 00:00:00,-6,958.7,63.3,298,94
2016-03-10 01:00:00,-5.9,958.9,63.4,299,94
2016-03-10 02:00:00,-5.7,958.9,58.7,295,94
2016-03-10 03:00:00,-5.7,958.8,63.3,298,94
2016-03-10 04:00:00,-5.7,958.9,62.6,298,94
2016-03-10 05:00:00,-5.8,959.2,61.3,298,95
2016-03-10 06:00:00,-5.8,959.5,61.9,301,94
2016-03-10 07:00:00,-5.7,959.4,62.6,298,95
2016-03-10 08:00:00,-5.6,959.6,63.3,298,95
2016-03-10 09:00:00,-5.4,959.4,63.3,298,95
2016-03-10 10:00:00,-5.4,959.5,60.2,298,95
2016-03-10 11:00:00,-5.4,959.9,62.6,301,95
2016-03-10 12:00:00,-5.4,959.9,62.6,298,95
2016-03-10 13:00:00,-5.2,960,61.9,298,95
2016-03-10 14:00:00,-5.1,959.9,61.3,298,95
2016-03-10 15:00:00,-4.9,959.8,63.3,299,95
2016-03-10 16:00:00,-4.8,959.7,62,298,95
2016-03-10 17:00:00,-4.7,959.8,63.3,298,96
2016-03-10 18:00:00,-4.7,959.9,63.9,298,96
2016-03-10 19:00:00,-4.6,959.8,63.9,298,96
2016-03-10 20:00:00,-4.5,960.1,55.2,305,96
2016-03-10 21:00:00,-4.4,960.4,62.6,298,96
2016-03-10 22:00:00,-4.4,960.7,62.6,298,96
2016-03-10 23:00:00,-4.4,961,62.6,298,96
2016-03-11 00:00:00,-4.5,961.7,61.7,300,96
2016-03-11 01:00:00,-4.5,961.9,61.4,296,96
2016-03-11 02:00:00,-4.5,962.5,62.6,298,96
2016-03-11 03:00:00,-4.4,962.8,62.9,298,96
2016-03-11 04:00:00,-4.5,963.3,62.6,298,96
2016-03-11 05:00:00,-4.3,964.5,63.9,298,96
2016-03-11 06:00:00,-4.1,964,63.2,298,96
2016-03-11 07:00:00,-4.1,964.3,63.3,298,96
2016-03-11 08:00:00,-4.1,965.3,63.9,298,96
2016-03-11 09:00:00,-3.9,966,63.3,298,96
2016-03-11 10:00:00,-3.6,966.4,63.9,298,96
2016-03-11 11:00:00,-3.2,966.9,54.7,299,97
2016-03-11 12:00:00,-2.9,967.1,62.7,301,97
2016-03-11 13:00:00,-2.7,967,62.6,301,97
2016-03-11 14:00:00,-2.6,966.8,63.3,301,97
2016-03-11 15:00:00,-2.6,966.3,40.4,279,97
2016-03-11 16:00:00,-2.8,966.2,63.3,298,97
2016-03-11 17:00:00,-3.3,965.7,63.3,298,96
2016-03-11 18:00:00,-3.3,965.4,62.6,298,96
2016-03-11 19:00:00,-3.6,964.6,61.9,298,96
2016-03-11 20:00:00,-3.6,964.4,61.3,298,96
2016-03-11 21:00:00,-3.5,964,61.9,298,95
2016-03-11 22:00:00,-3.5,963.9,61.9,298,95
2016-03-11 23:00:00,-3.7,963.9,61.3,298,95
2016-03-12 00:00:00,-3.6,963.3,61.9,298,95
2016-03-12 01:00:00,-3.3,962.5,61.3,298,95
2016-03-12 02:00:00,-3.2,962.2,61.9,298,95
2016-03-12 03:00:00,-3.3,961.8,66.8,299,95
2016-03-12 04:00:00,-3.9,961.5,61.9,300,94
2016-03-12 05:00:00,-3.5,960.9,61.3,300,94
2016-03-12 06:00:00,-3.8,961.2,52.1,300,94
2016-03-12 07:00:00,-3.9,961.3,60.9,302,93
2016-03-12 08:00:00,-3.7,960.6,62.4,299,93
2016-03-12 09:00:00,-3.5,961.5,62.6,299,92
2016-03-12 10:00:00,-3.3,962.2,59.3,301,91
2016-03-12 11:00:00,-3.6,962.4,62.8,295,92
2016-03-12 12:00:00,-3.5,962,62.6,298,92
2016-03-12 13:00:00,-3.3,962.5,63.3,298,91
2016-03-12 14:00:00,-3.6,962.3,63.9,298,89
2016-03-12 15:00:00,-3.9,962.6,63.3,298,89
2016-03-12 16:00:00,-4.1,962.7,63.9,298,88
2016-03-12 17:00:00,-4.1,962.6,62.6,298,87
2016-03-12 18:00:00,-4.3,962.8,64.4,298,87
2016-03-12 19:00:00,-4.4,962.7,64.2,299,83
2016-03-12 20:00:00,-4.5,962.8,62.6,300,82
2016-03-12 21:00:00,-4.1,962.5,51.4,305,77
2016-03-12 22:00:00,-4.1,962.7,30.4,296,76
2016-03-12 23:00:00,-4,962.4,61.2,299,72
2016-03-13 00:00:00,-3.6,962.4,62.6,299,67
2016-03-13 01:00:00,-3.8,961.9,62.6,299,64
2016-03-13 02:00:00,-3.9,961.3,43.2,303,61
2016-03-13 03:00:00,-3.2,961.5,61.9,298,56
2016-03-13 04:00:00,-3.4,961.6,62.6,298,54
2016-03-13 05:00:00,-3.7,961.7,62.6,298,52
2016-03-13 06:00:00,-3.6,962,61.3,298,49
2016-03-13 07:00:00,-3.6,962.1,61.9,298,47
2016-03-13 08:00:00,-3.4,962,61.3,298,47
2016-03-13 09:00:00,-3,962,61.3,298,49
2016-03-13 10:00:00,-3,962,60.7,299,47
2016-03-13 11:00:00,-2.8,961.8,61.7,300,42
2016-03-13 12:00:00,-3,961.7,61.9,300,44
2016-03-13 13:00:00,-2.4,961.5,52.8,304,39
2016-03-13 14:00:00,-2.3,961.5,62.4,299,41
2016-03-13 15:00:00,-2.8,961.3,61.9,299,43
2016-03-13 16:00:00,-3.6,961.2,61.9,300,50
2016-03-13 17:00:00,-4.3,961.1,41.6,309,54
2016-03-13 18:00:00,-4.8,960.8,63.3,298,58
2016-03-13 19:00:00,-5.6,961.2,63.9,298,58
2016-03-13 20:00:00,-6.1,960.8,62.6,299,58
2016-03-13 21:00:00,-6.2,960.7,65.6,299,59
2016-03-13 22:00:00,-3.6,960.6,63.2,300,40
2016-03-13 23:00:00,-4,960.5,56.3,289,40
2016-03-14 00:00:00,-4.1,960.7,61.9,298,36
2016-03-14 01:00:00,-4.6,960.3,61.2,298,39
2016-03-14 02:00:00,-5.4,960.6,54,292,38
2016-03-14 03:00:00,-5.4,959.9,62.6,300,38
2016-03-14 04:00:00,-5.5,959.7,62.6,298,37
2016-03-14 05:00:00,-5.2,960.1,63.3,298,37
2016-03-14 06:00:00,-4.8,959.8,63.1,299,34
2016-03-14 07:00:00,-4.1,959.6,63.2,299,37
2016-03-14 08:00:00,-4,960.4,62.6,299,38
2016-03-14 09:00:00,-3.2,960.1,63.1,297,35
2016-03-14 10:00:00,-3.1,960.8,61.5,300,37
2016-03-14 11:00:00,-2.9,960.7,62.6,300,34
2016-03-14 12:00:00,-1.8,960.8,45.5,306,33
2016-03-14 13:00:00,-1.8,960.7,42,285,36
2016-03-14 14:00:00,-1.5,960.6,62.6,298,35
2016-03-14 15:00:00,-2.8,960.4,62.6,298,40
2016-03-14 16:00:00,-4,960.3,62.6,298,48
2016-03-14 17:00:00,-4.4,960.4,61.9,298,52
2016-03-14 18:00:00,-4.6,960.4,61.3,298,49
2016-03-14 19:00:00,-5,960.3,61.2,298,41
2016-03-14 20:00:00,-5.4,960.3,57.8,299,44
2016-03-14 21:00:00,-6.8,960.6,21.1,305,51
2016-03-14 22:00:00,-6.6,960.8,62.6,298,49
2016-03-14 23:00:00,-6.2,960.8,63.1,298,41
2016-03-15 00:00:00,-7.7,961.2,62.6,298,49
2016-03-15 01:00:00,-7.5,961,63.2,300,45
2016-03-15 02:00:00,-6.8,961,63.3,298,42
2016-03-15 03:00:00,-7.8,961,61.9,298,46
2016-03-15 04:00:00,-6.4,960.8,61.2,298,40
2016-03-15 05:00:00,-6.5,960.6,62.5,298,40
2016-03-15 06:00:00,-6.1,960.6,62.5,301,39
2016-03-15 07:00:00,-5.8,960.7,61.9,298,44
2016-03-15 08:00:00,-4.7,960.4,62.6,298,41
2016-03-15 09:00:00,-4.2,960.2,61.9,298,42
2016-03-15 10:00:00,-3.5,959.7,61.3,298,43
2016-03-15 11:00:00,-2.1,959.8,61.8,298,38
2016-03-15 12:00:00,-2.5,958.9,61.9,298,39
2016-03-15 13:00:00,-2.4,958.8,61.3,298,44
2016-03-15 14:00:00,-1.9,958.7,62.6,298,37
2016-03-15 15:00:00,-1.9,958.7,61.9,298,38
2016-03-15 16:00:00,-4,958.6,61.9,298,46
2016-03-15 17:00:00,-5.4,958.7,60.7,298,48
2016-03-15 18:00:00,-6,958.3,62.6,301,48
2016-03-15 19:00:00,-5.3,958.2,62.6,298,36
2016-03-15 20:00:00,-5.9,957.8,63.3,298,39
2016-03-15 21:00:00,-5.8,958,63.3,298,37
2016-03-15 22:00:00,-5.6,957.9,63.9,298,36
2016-03-15 23:00:00,-5.9,957.7,63.3,301,38
2016-03-16 00:00:00,-6.1,957.6,62.6,298,39
2016-03-16 01:00:00,-6.4,957.8,62.6,298,37
2016-03-16 02:00:00,-6.1,958.3,61.9,298,33
2016-03-16 03:00:00,-6.4,958.4,61.3,298,34
2016-03-16 04:00:00,-6.9,958.8,58.8,298,35
2016-03-16 05:00:00,-7.6,959.1,61.9,298,39
2016-03-16 06:00:00,-6.8,959.5,63.9,298,37
2016-03-16 07:00:00,-6.2,959.9,63.9,298,36
2016-03-16 08:00:00,-4.6,960.5,55,298,37
2016-03-16 09:00:00,-3.8,961.1,63.9,300,25
2016-03-16 10:00:00,-3.9,961.5,62.6,301,26
2016-03-16 11:00:00,-3,962.1,33.6,323,28
2016-03-16 12:00:00,-3,962.4,63.2,301,29
2016-03-16 13:00:00,-3,962.7,62.6,298,32
2016-03-16 14:00:00,-4,963.2,63.3,298,35
2016-03-16 15:00:00,-5.5,963.4,62.6,298,37
2016-03-16 16:00:00,-6,963.9,62.4,298,39
2016-03-16 17:00:00,-6.4,965,61.3,298,37
2016-03-16 18:00:00,-7.6,965.6,61.3,298,46
2016-03-16 19:00:00,-7,966,62.6,301,36
2016-03-16 20:00:00,-7.3,966.3,62.6,298,33
2016-03-16 21:00:00,-7.7,966.7,63.9,298,37
2016-03-16 22:00:00,-7.5,967.6,63.9,298,33
2016-03-16 23:00:00,-7.7,967.7,64.2,298,30
2016-03-17 00:00:00,-7.8,967.7,53.9,308,32
2016-03-17 01:00:00,-7.9,968,63.3,298,31
2016-03-17 02:00:00,-8.6,968.1,61.9,298,34
2016-03-17 03:00:00,-9.3,968,61.3,298,37
2016-03-17 04:00:00,-9.6,968.3,60.3,300,37
2016-03-17 05:00:00,-9.9,968.6,46.6,285,38
2016-03-17 06:00:00,-10,968.5,62.6,298,40
2016-03-17 07:00:00,-9.7,968.6,62.6,298,43
2016-03-17 08:00:00,-8.6,968.2,63.9,298,38
2016-03-17 09:00:00,-7.8,968.9,63.3,301,32
2016-03-17 10:00:00,-4.9,968.8,58.3,304,26
2016-03-17 11:00:00,-5.8,968.7,31.6,279,31
2016-03-17 12:00:00,-5.1,968.7,62.6,298,27
2016-03-17 13:00:00,-4.1,968.5,62.6,298,26
2016-03-17 14:00:00,-5.3,968.4,63.3,298,31
2016-03-17 15:00:00,-5.6,968.2,61.3,298,26
2016-03-17 16:00:00,-6,968.2,61.9,298,26
2016-03-17 17:00:00,-8.9,968,61.3,298,44
2016-03-17 18:00:00,-9.1,967.7,61.3,298,41
2016-03-17 19:00:00,-8.9,967.8,61.9,301,40
2016-03-17 20:00:00,-10.5,967.9,61.9,298,47
2016-03-17 21:00:00,-10.3,968,62.6,298,42
2016-03-17 22:00:00,-11.2,967.9,62.6,298,46
2016-03-17 23:00:00,-10.7,967.7,63,298,41
2016-03-18 00:00:00,-9.8,967.6,61.6,305,37
2016-03-18 01:00:00,-10,967.4,63.2,298,37
2016-03-18 02:00:00,-10.2,967.3,61.9,298,37
2016-03-18 03:00:00,-10.3,967.2,61.3,298,37
2016-03-18 04:00:00,-10.1,967.3,66.8,299,38
2016-03-18 05:00:00,-11.9,967.4,21.9,312,41
2016-03-18 06:00:00,-12.8,968,61.9,298,44
2016-03-18 07:00:00,-8.9,968.2,63.2,298,33
2016-03-18 08:00:00,-8.4,968.4,63.3,298,31
2016-03-18 09:00:00,-7.2,968.6,62.6,301,30
2016-03-18 10:00:00,-7.6,969.1,35.5,313,29
2016-03-18 11:00:00,-5.6,969.6,63.3,298,28
2016-03-18 12:00:00,-6.1,969.8,63.3,298,32
2016-03-18 13:00:00,-7,970.6,61.3,298,35
2016-03-18 14:00:00,-8.1,970.3,61.3,298,47
2016-03-18 15:00:00,-7.8,970.3,61.9,298,43
2016-03-18 16:00:00,-7.4,970.4,62,298,43
2016-03-18 17:00:00,-8,970.7,61.8,303,48
2016-03-18 18:00:00,-8.8,971.1,62.6,298,51
2016-03-18 19:00:00,-9.2,971.3,61.9,298,53
2016-03-18 20:00:00,-10,971.4,61.9,298,52
2016-03-18 21:00:00,-10.3,971.6,67.4,299,49
2016-03-18 22:00:00,-9.9,971.9,58.8,298,45
2016-03-18 23:00:00,-9.8,972.1,61.9,298,43
2016-03-19 00:00:00,-10.3,972.4,63.9,298,42
2016-03-19 01:00:00,-10.4,972.5,62.6,298,41
2016-03-19 02:00:00,-10.5,972.6,58.8,300,41
2016-03-19 03:00:00,-10.6,972.8,35.6,284,41
2016-03-19 04:00:00,-10.5,973.1,63.2,298,39
2016-03-19 05:00:00,-10.7,973.5,61.2,298,40
2016-03-19 06:00:00,-10.8,973.8,61.3,298,41
2016-03-19 07:00:00,-10.4,973.9,61.9,301,40
2016-03-19 08:00:00,-9.8,974.1,62.6,298,40
2016-03-19 09:00:00,-9.2,974.7,62.8,298,39
2016-03-19 10:00:00,-9.7,975.3,63,299,42
2016-03-19 11:00:00,-9,975.6,63.3,298,37
2016-03-19 12:00:00,-9.1,976.1,62.6,301,42
2016-03-19 13:00:00,-9.1,975.8,63.3,298,41
2016-03-19 14:00:00,-9,975.7,61.3,298,42
2016-03-19 15:00:00,-9.2,975.7,61.3,298,44
2016-03-19 16:00:00,-9.4,975.6,61.9,298,44
2016-03-19 17:00:00,-9.7,975.8,62.6,301,47
2016-03-19 18:00:00,-9.7,975.8,61.9,298,43
2016-03-19 19:00:00,-9.9,975.5,62.6,298,47
2016-03-19 20:00:00,-10.1,974.7,63.9,298,47
2016-03-19 21:00:00,-10.1,974.5,60.5,298,46
2016-03-19 22:00:00,-10.3,974,47.5,299,46
2016-03-19 23:00:00,-10.2,972.9,62.5,298,47
2016-03-20 00:00:00,-10.3,971.6,61.3,298,55
2016-03-20 01:00:00,-11.3,970.8,61.3,298,87
2016-03-20 02:00:00,-11.3,969.1,62.9,300,89
2016-03-20 03:00:00,-10.8,967.9,46.9,283,90
2016-03-20 04:00:00,-10.6,966.4,62.4,298,90
2016-03-20 05:00:00,-10.6,965.5,62,298,90
2016-03-20 06:00:00,-10.3,964.7,63.9,298,90
2016-03-20 07:00:00,-10,963.6,63.2,301,91
2016-03-20 08:00:00,-10,962.5,63.2,298,91
2016-03-20 09:00:00,-9.7,960.8,61.3,298,91
2016-03-20 10:00:00,-9.4,960.6,61.9,298,91
2016-03-20 11:00:00,-8.9,960.1,75.3,299,92
2016-03-20 12:00:00,-8.4,959.5,28.9,284,92
2016-03-20 13:00:00,-8.1,958.9,62.6,298,92
2016-03-20 14:00:00,-7.9,957.9,63.4,298,93
2016-03-20 15:00:00,-7.6,957.7,63.3,298,93
2016-03-20 16:00:00,-7.4,957.8,62.6,301,93
2016-03-20 17:00:00,-7.5,958.1,62.6,298,93
2016-03-20 18:00:00,-7.4,958,62,298,93
2016-03-20 19:00:00,-7.6,958,61.9,298,93
2016-03-20 20:00:00,-7.6,958.1,61.9,298,93
2016-03-20 21:00:00,-7.5,958.2,52.6,314,93
2016-03-20 22:00:00,-7.4,958.1,62.6,298,93
2016-03-20 23:00:00,-7.3,958.7,62.8,298,93
2016-03-21 00:00:00,-7.2,958.6,62.6,298,93
2016-03-21 01:00:00,-7.4,958.2,62.5,300,93
2016-03-21 02:00:00,-7.5,957.3,62.6,298,93
2016-03-21 03:00:00,-7.5,956.9,61.9,298,93
2016-03-21 04:00:00,-7.3,956.3,61.3,298,93
2016-03-21 05:00:00,-7.2,956.1,62.2,298,93
2016-03-21 06:00:00,-7.2,955.9,43.3,293,93
2016-03-21 07:00:00,-7.1,955.3,61.9,298,93
2016-03-21 08:00:00,-6.9,954.7,63.9,298,94
2016-03-21 09:00:00,-6.8,954.2,63.3,298,94
2016-03-21 10:00:00,-6.8,953.8,63.3,301,94
2016-03-21 11:00:00,-6.6,953.7,63.3,298,94
2016-03-21 12:00:00,-6.6,953.9,61.3,298,94
2016-03-21 13:00:00,-6.6,953.5,61.9,298,94
2016-03-21 14:00:00,-6.6,953.4,62.8,298,94
2016-03-21 15:00:00,-6.5,953.5,60.7,304,94
2016-03-21 16:00:00,-6.6,953.2,61.9,298,94
2016-03-21 17:00:00,-6.6,953,63.3,298,94
2016-03-21 18:00:00,-6.4,952.9,63.9,298,94
2016-03-21 19:00:00,-6.4,952.5,61.1,299,94
2016-03-21 20:00:00,-6.3,952.3,34.6,283,94
2016-03-21 21:00:00,-6.8,952.1,62.6,298,92
2016-03-21 22:00:00,-7.9,952,61.3,298,91
2016-03-21 23:00:00,-8.9,951.5,61.3,298,91
2016-03-22 00:00:00,-9.1,951,61.9,301,90
2016-03-22 01:00:00,-8.7,950.5,62.6,298,90
2016-03-22 02:00:00,-9,949.9,63.9,298,90
2016-03-22 03:00:00,-9.3,949.2,63.3,298,89
2016-03-22 04:00:00,-11,948.9,63.2,298,88
2016-03-22 05:00:00,-12.1,949.1,63.2,301,87
2016-03-22 06:00:00,-13.1,949.2,62.6,298,86
2016-03-22 07:00:00,-12.8,949.5,61.9,298,86
2016-03-22 08:00:00,-12.3,949.5,61.9,298,86
2016-03-22 09:00:00,-11.8,949.4,62.1,301,86
2016-03-22 10:00:00,-11.5,949.7,61.9,298,88
2016-03-22 11:00:00,-11.5,949.6,61.9,298,87
2016-03-22 12:00:00,-11.5,949.9,63.9,298,87
2016-03-22 13:00:00,-9.8,950.1,63.3,298,88
2016-03-22 14:00:00,-8.1,950.4,63.3,298,93
2016-03-22 15:00:00,-7.5,950.7,64.4,298,93
2016-03-22 16:00:00,-9.7,951.1,42.2,295,91
2016-03-22 17:00:00,-10.5,951.6,63.2,298,90
2016-03-22 18:00:00,-11,952.3,61.3,298,89
2016-03-22 19:00:00,-11.3,953,61.9,298,89
2016-03-22 20:00:00,-10.5,953.5,61.1,300,84
2016-03-22 21:00:00,-10.6,953.8,61.6,297,85
2016-03-22 22:00:00,-10.6,954,62.8,298,86
2016-03-22 23:00:00,-10.5,954.6,62.4,297,88
2016-03-23 00:00:00,-9.8,955,62.6,298,85
2016-03-23 01:00:00,-10.1,955.2,63.2,301,88
2016-03-23 02:00:00,-9.6,955.8,63.3,298,87
2016-03-23 03:00:00,-9.1,956.2,61.9,298,88
2016-03-23 04:00:00,-8.7,956.5,61.9,298,88
2016-03-23 05:00:00,-9.3,957.2,61.5,298,89
2016-03-23 06:00:00,-9.1,957.4,57.1,302,90
2016-03-23 07:00:00,-8.7,957.8,61.9,298,91
2016-03-23 08:00:00,-8.8,958.3,63.3,298,91
2016-03-23 09:00:00,-8.8,958.7,63.3,298,91
2016-03-23 10:00:00,-8.4,959,63,298,92
2016-03-23 11:00:00,-7.5,959.5,62.8,300,93
2016-03-23 12:00:00,-7.3,960.2,38.4,283,93
2016-03-23 13:00:00,-7.5,961.2,63.2,298,92
2016-03-23 14:00:00,-8,962.3,61.2,298,91
2016-03-23 15:00:00,-8.3,962.4,61.3,298,90
2016-03-23 16:00:00,-8,962.7,61.9,300,89
2016-03-23 17:00:00,-7.6,963,62.5,298,89
2016-03-23 18:00:00,-7.4,963.5,61.3,298,91
2016-03-23 19:00:00,-7.6,964,62.6,298,90
2016-03-23 20:00:00,-7.8,963.6,61.9,298,90
2016-03-23 21:00:00,-7.9,963.5,50.9,298,91
2016-03-23 22:00:00,-7.9,963.5,62.6,299,91
2016-03-23 23:00:00,-8,963.5,63.3,298,91
2016-03-24 00:00:00,-7.9,963.4,62.6,298,91
2016-03-24 01:00:00,-7.9,963.7,63.2,300,90
2016-03-24 02:00:00,-7.7,963.6,62.1,298,89
2016-03-24 03:00:00,-7.5,963.6,57,302,87
2016-03-24 04:00:00,-8.1,963.3,61.9,298,87
2016-03-24 05:00:00,-8.3,963.3,61.9,298,85
2016-03-24 06:00:00,-8.6,963.1,61.2,301,84
2016-03-24 07:00:00,-9,963.1,62.6,299,80
2016-03-24 08:00:00,-9.3,963.2,63.2,298,79
2016-03-24 09:00:00,-8.8,963,62.6,298,78
2016-03-24 10:00:00,-8.4,962.5,64.2,299,76
2016-03-24 11:00:00,-8.6,961.9,63.3,298,75
2016-03-24 12:00:00,-8.4,961.5,61,295,75
2016-03-24 13:00:00,-8.5,961,61.9,298,69
2016-03-24 14:00:00,-9,960.6,61.3,298,66
2016-03-24 15:00:00,-10.2,960.4,61.9,300,66
2016-03-24 16:00:00,-11.2,960,62.6,299,65
2016-03-24 17:00:00,-12.1,960.3,63.2,298,66
2016-03-24 18:00:00,-12.8,959.5,63.9,298,61
2016-03-24 19:00:00,-13,959.2,61.5,299,60
2016-03-24 20:00:00,-12.3,958.8,54.9,293,52
2016-03-24 21:00:00,-13.3,958.8,55.4,298,55
2016-03-24 22:00:00,-12.1,959.1,62.6,298,52
2016-03-24 23:00:00,-14.8,958.9,62.6,298,64
2016-03-25 00:00:00,-13.9,958.8,61.3,299,53
2016-03-25 01:00:00,-14.3,958.6,62.6,300,50
2016-03-25 02:00:00,-13,958.1,41.4,303,44
2016-03-25 03:00:00,-12.2,957.9,62.6,298,39
2016-03-25 04:00:00,-13.2,957.4,66.1,299,47
2016-03-25 05:00:00,-13.1,957.7,39.7,304,47
2016-03-25 06:00:00,-13.2,957.9,62.6,300,42
2016-03-25 07:00:00,-14,958.2,62.5,298,48
2016-03-25 08:00:00,-13.7,958.7,61.3,298,53
2016-03-25 09:00:00,-11.5,959.4,61.3,299,49
2016-03-25 10:00:00,-11.9,959.8,61.9,300,46
2016-03-25 11:00:00,-12.8,959.6,57.4,293,50
2016-03-25 12:00:00,-11.5,959.9,63.9,298,45
2016-03-25 13:00:00,-10.9,960,56.6,298,42
2016-03-25 14:00:00,-11.9,960.4,62.6,299,44
2016-03-25 15:00:00,-11.4,960.7,63.2,300,42
2016-03-25 16:00:00,-13.6,961.1,63.2,298,50
2016-03-25 17:00:00,-16.1,961.2,61.9,298,51
2016-03-25 18:00:00,-15.8,961.7,61.3,299,52
2016-03-25 19:00:00,-16.3,962.4,57.8,299,56
2016-03-25 20:00:00,-16.9,962.8,55.3,293,58
2016-03-25 21:00:00,-16,963.3,62.3,298,53
2016-03-25 22:00:00,-16.7,963.7,62.9,298,55
2016-03-25 23:00:00,-17.6,964.3,62.1,300,58
2016-03-26 00:00:00,-17.6,964.4,63.2,300,52
2016-03-26 01:00:00,-17.1,964.3,63.2,298,51
2016-03-26 02:00:00,-17.8,964.5,62.6,298,53
2016-03-26 03:00:00,-16.2,964.7,54.1,294,47
2016-03-26 04:00:00,-16.2,964.3,53.6,296,46
2016-03-26 05:00:00,-15.7,964.5,62.6,298,42
2016-03-26 06:00:00,-15.6,964.5,62.6,298,44
2016-03-26 07:00:00,-15.9,964.4,62.6,298,48
2016-03-26 08:00:00,-13.9,964.5,62.4,300,38
2016-03-26 09:00:00,-14.4,965,62.4,297,52
2016-03-26 10:00:00,-14.7,964.9,61.9,298,55
2016-03-26 11:00:00,-14.6,964.8,64.3,298,55
2016-03-26 12:00:00,-14.3,964.9,59.9,298,54
2016-03-26 13:00:00,-13.6,964.5,62.6,301,47
2016-03-26 14:00:00,-13.9,964.9,62.6,298,55
2016-03-26 15:00:00,-14.1,964.6,63.9,298,56
2016-03-26 16:00:00,-14.1,964.5,62.6,298,55
2016-03-26 17:00:00,-14.4,964.1,58.1,300,52
2016-03-26 18:00:00,-14.5,964.3,35.9,276,53
2016-03-26 19:00:00,-14.4,964.5,61.3,298,48
2016-03-26 20:00:00,-14.1,964.1,61.3,298,50
2016-03-26 21:00:00,-13.7,964.4,61.3,298,51
2016-03-26 22:00:00,-13.6,964.4,61.9,301,55
2016-03-26 23:00:00,-13.9,964.4,61.9,298,58
2016-03-27 00:00:00,-13.8,964.6,62.6,298,59
2016-03-27 01:00:00,-13.5,964.5,63.9,298,58
2016-03-27 02:00:00,-12.8,965,63.9,298,57
2016-03-27 03:00:00,-12.8,965.3,28.3,292,51
2016-03-27 04:00:00,-13,965.2,62.5,298,57
2016-03-27 05:00:00,-12.3,965.4,62.5,298,53
2016-03-27 06:00:00,-12.1,965.9,61.3,298,55
2016-03-27 07:00:00,-11.5,966.5,61.9,301,53
2016-03-27 08:00:00,-12,967.1,61.9,298,56
2016-03-27 09:00:00,-11.3,967.4,63.9,298,55
2016-03-27 10:00:00,-10.8,967.4,63.9,298,52
2016-03-27 11:00:00,-10.9,967.6,65.2,299,49
2016-03-27 12:00:00,-10.3,968.2,23.1,319,42
2016-03-27 13:00:00,-10.2,968.3,63.2,298,43
2016-03-27 14:00:00,-10.8,967.8,61.3,298,54
2016-03-27 15:00:00,-10.3,968,61.9,298,54
2016-03-27 16:00:00,-9.8,967.6,61.9,301,51
2016-03-27 17:00:00,-9.5,967.7,61.9,298,44
2016-03-27 18:00:00,-9.2,967.5,63.2,298,48
2016-03-27 19:00:00,-9.3,967.3,62.6,298,48
2016-03-27 20:00:00,-8.8,967.4,63.9,298,44
2016-03-27 21:00:00,-8.8,967.1,23.5,308,43
2016-03-27 22:00:00,-9,966.3,62.5,298,50
2016-03-27 23:00:00,-9.3,965.6,61.9,298,58
2016-03-28 00:00:00,-9.5,965.4,61.3,298,65
2016-03-28 01:00:00,-9.9,964.8,62.6,301,85
2016-03-28 02:00:00,-10.1,964,61.9,298,90
2016-03-28 03:00:00,-10,963.2,62.6,298,90
2016-03-28 04:00:00,-10,962.5,63.2,298,91
2016-03-28 05:00:00,-9.6,962.7,72.6,299,91
2016-03-28 06:00:00,-9.5,962.6,25.7,297,91
2016-03-28 07:00:00,-9.3,962.5,62.6,298,91
2016-03-28 08:00:00,-9.2,962.6,61.2,298,91
2016-03-28 09:00:00,-9.2,962.9,61.9,298,91
2016-03-28 10:00:00,-9.1,963.3,61.9,301,91
2016-03-28 11:00:00,-9.3,963.3,61.9,298,91
2016-03-28 12:00:00,-9.2,963.9,63.9,298,91
2016-03-28 13:00:00,-9.2,963.9,63.3,298,91
2016-03-28 14:00:00,-9.2,963.6,56.1,299,91
2016-03-28 15:00:00,-9.1,963.9,32.1,282,91
2016-03-28 16:00:00,-9,964.6,63,298,92
2016-03-28 17:00:00,-8.9,964.9,61.2,298,92
2016-03-28 18:00:00,-8.9,965.4,61.9,298,92
2016-03-28 19:00:00,-9,965.5,61.9,301,92
2016-03-28 20:00:00,-9,965.6,61.9,298,92
2016-03-28 21:00:00,-9,965.6,63.2,298,92
2016-03-28 22:00:00,-8.8,965.3,63.3,298,92
2016-03-28 23:00:00,-8.7,964.8,65.6,299,92
2016-03-29 00:00:00,-8.8,964.3,25.9,275,92
2016-03-29 01:00:00,-8.6,963.1,62.6,298,92
